,id,Tweet
304,306,"Setelah adanya Putusan MK minimal bisa mengurangi jumlah Kotak Kosong.

Padahal KPU juga telah ambil kebijakan teknis perpanjangan pendaftaran di tempat yg ada KK tsb.

Selain masih ada, syaratnya justru buat sulit ada pendatang baru?"
305,307,Kapan buka di Bandung ndut?
306,308,"masuk ke dasbord, abis itu unduh data invoice, nantik bentukannya bisa excel"
307,309,"Bawaslu Awasi Langsung Rekapitulasi dan Penetapan Hasil Pemilu 2024 Pasca-putusan MK https://indopos.co.id/nasional/2024/07/30/bawaslu-awasi-langsung-rekapitulasi-dan-penetapan-hasil-pemilu-2024-pasca-putusan-mk/… 

#Bawaslu #PilkadaSerentak2024 #indopos #indoposco"
308,310,"Bwt apa genapkan kursi? 18 kursi cukup bwt ngajuin 2 paslon, kan minimal 8 kursi gara2 Putusan MK yg ditolak 
@FPKSDPRRI
... #hahaha... Alasan melulu nih kyk tante2..."
309,311,Wkwkwk kucing low light
310,312,Buzzer PKS bahas anies mulu.. Kalian ngaca dengan keputusan kalian sendiri.. kalian masih bisa tidak mengajukan siapa2.. kalian masih bisa  mencalonkan kader sendiri jadi cagub setelah putusan MK..  kalian dengan sadar penuh jilat ludah sendiri.. menjijikan.
311,313,"In dark times, the stars could go out for all I care. I know I'd just need to pull my phone and call him to get me through even the darkest night."
312,314,Words can't describe how grateful I am to have this guy as my best friend.
313,315,"Soal Penjegalan Putusan MK, Said Didu Sebut Prabowo Nyaris jadi Boneka “Mulyono”"
314,316,Aacceellllll
315,317,"Putusan MK Pada Akhirnya Sia-sia, Faizal Assegaf: Anies Akhirnya Juga Dijegal"
316,318,"Klo tak ada Judicial Review dr 
@EXCOPARTAIBURUH
 & 
@partaigeloraid
 mk  tak akan keluar Putusan 
@officialMKRI
 60&70.Sempat ada ""Penolakan"" Putusan MK tsb di Baleg DPR,termasuk 
@PKSejahtera
, hanya 
@PDI_Perjuangan
 yg menolak.Stlh Demo besar akhirnya semua Partai setuju Putusan MK tsb"
317,319,Andian Napitupulu dan Silfester Matutina Debat Sengit Singgung Putusan MK.
318,320,"Kemarin dia ikut aksi trn ke jln juga utk kawal putusan MK,dia kluar dr golkar krn ngrasa udah ga sejln sm partainya setlh peristiwa golkar diacak2 sm Mr M  dgn msknya Mr B sbg Ketum golkar"
319,321,Iya-in aja deh. Jelas2 yg dimasahin masalah pks dukung ruu pilkada yg kontroversial krn menganulit putusan Mk. Lha no 1 tsb yg ditolak kan masalah jadwal pilkada. Inilah yg disebut ketidakjujuran dlm berargumen
320,322,"Gibran : jadi wapres, kena bapak effect
Kaesang : partainya gak tembus PT 4%, ga kena bapak effect

Gibran : lolos nyawapres berkat putusan MK. Kena paman effect
Kaesang : gagal nyagub berkat putusan MK. Ga kena paman effect 

Kenapa Kaesang kayak punchline "
321,323,Persatuan revisi putusan MK yo?
322,324,Ga dikuasai orang solo
323,325,Mari bersama-sama mendukung penuh putusan MK
324,326,"knp  fokus kepada benturan pada anies dan PKS.. knp g fokus kpd keputusan PKS yg berada dengan penguasan untuk mendapat Kekuasaan.
kita sudah tau sama tau. 
berada di sisi penguasan yg mencekik Demokrasi. 
mengenaskan sekali.
harusnya dg adanya putusan MK PKS bisa mendukung Anis"
325,327,Dengan kita bersama-sama mendukung putusan MK ini salah satu dampak dalam memajukan Indonesia.
326,328,Mari semua bersama-sama menghormati putusan MK dalam membangun Indonesia dimasa depan.
327,329,Omgg muslim ace visibility https://x.com/1WAKP4RI/statu/1WAKP4RI/status/1830913520948650459…
328,330,Semua pihak agar menghormati putusan MK dan bersatu dalam membangun Indonesia!!
329,331,"Iya dong aku kawal, putusan MK aja di kawal apalagi AU nya jijil"
330,332,Semua pihak harus menghormati putusan MK dan bersatu dalam membangun Indonesia
331,333,"putusan MK manfatinlah balik kanan,kenapa gak dilakuin? sampe saat ini gak ada yg bisa jawab"
332,334,Malah OOT yg di bahas kondisi setelah putusan MK kenapa Tangsel bisa berubah sementara Sumut dan jakarta tidak. Bukan membahas siapa yang akhirnya mendaftar
333,335,Langkah penting untuk demokrasi bangsa! DPR telah menyetujui UU Pilkada sesuai dengan putusan MK #MenjagaPutusanMK #Pilkada2024
334,336,Pengesahan UU Pilkada oleh DPR sesuai dengan putusan MK adalah kemenangan bagi rakyat #MenjagaPutusanMK #Pilkada2024
335,337,"kesalahan pks cuma 1,ngga kuat bareng anies di oposisi pas pilkada. padahal kalau mau tetep bareng anies, namanya bakal lebih melejit. ya walau kita tau kalau putusan mk lebih cepat ketok palu, pks mungkin tetep breng anies."
336,338,"Walau waktu mepet putusan MK 
Kl PKS konsisten ke kader nya bisa bang 
Masih ada waktu...
Seperti di Tangsel"
337,339,"PKS enggak bisa mencalonkan sendiri karena pada saat itu belum keluar Putusan MK. 

BN mau kontrak politik dgn PKS."
338,340,Perancis lbh punya budaya demo lbh maju tuh... emang nya sblm demo putusan mk tidak ada phk?
339,341,"PKS gak bisa Calonin kader sendiri bang..?
Saya berharap kader"" terbaik PKS itu di dorong sama partai nya sendiri.
Nama nya Kaderisasi yg Baik 
Kl kursi di DPRD daerah kurang
Partai wajib cari tmn koalisi.
Kmren putusan MK lebih mempermudah."
340,342,"...Pak 
@tifsembiring
 harus berbesar hati terima risiko sosial akibat PKS sampai detik ini gak pernah ""anulir dalil"".

Ingat, bahwa presiden PKS (pra putusan MK) lah yg bilang bhw DALIL pembatalan Anies karna MINUS 4 kursi.

Pasca putusan MK, PKS malah SURPLUS 10 kursi... (``,)"
341,343,"Andai Putusan MK Soal Ambang Batas Pencalonan Lebih Cepat di Bacakan, PKS Akan Tetap Usung Anies https://keuangannews.id/153534-2/ via 
@Keuangan
 News"
342,344,Memang salah kok itu putusan mk. Mk  bergerak melampaui kewenangannya membuat norma. Ini bakal jadi preseden putusan mk selanjutnya. Kalau tata negara kita kacau begini semua lembaga negara bisa semau2nya sendiri
343,345,Aku aku akuu
344,346,"Betul...betul..betul...knp lg ada Demo Kawal Putusan MK kader PDIP tdk ada yg ikut Demo...?
Sandiwara berjilid-jilid ini akan berakhir dg kekuatan Penuh Rakyat di akhir Jabatan Mulyono menuntut di Adilinya Mulyono and the genk...???"
345,347,Kubu Prabowo tak ingin terkena imbas unjuk rasa kawal putusan MK itu terhadap pemerintahan barunya kelak.
346,348,"Selain timses, ada pihak lain yg juga bisa bermain yaitu KPU.. Sejak Pilpres kita paham KPU di pihak sapa..
Tanpa Putusan MK, cuma ada 2 calon.. Calon Independen menang, bisa didiskualifikasi dengan pencatutan KPK..
Bersyukur ada Putusan MK, pangeran Pisang gagal jadi Gub DKI.."
347,349,"Pemerintah Pastikan Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
348,350,"Pemerintah Pastikan Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
349,351,"Pemerintah Pastikan Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
350,352,"Pemerintah Pastikan Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
351,353,Klo gk tersandra pasca putusan MK kok gk dukung anis lagi?
352,354,"Alasan awal PKS gak bisa dukung Anies karena kurang suara dan pengen cawagub.. seharusnya dngn putusan MK, mrka bisa dapat cagub-cawagub . Tapi pada faktanya mereka tetap gabung ke KIM.. jadi alasan kurang suara itu hanya dibuat2. Alasan utamanya pengan gabung kekuasaan. "
353,355,"Protes apa...?...kemarin ikut kok dlm persekongkolan ""jahat"" di baleg DPR untuk melawan putusan MK...gimana sih..."
354,356,Liat video ini malunya masih ada nembus layar
355,357,"Pemerintah Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
356,358,"Pemerintah Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
357,359,"Pemerintah Ikuti Putusan MK

jagapersatuan untuknkri

#AwasiPilkada2024
#SukseskanPilkada2024
#Pilkada2024kondusif
#MenjagaPutusanMK"
358,360,"Pemerintah selanjutnya itu ada Fufufafa sebagai wapres hasil otak-atik UU MK yg disahkan oleh paman fufufafa, ada Bobby Cagub sumut, ada yg nyaris jadi Cagub yg coba2 otak-atik gagalkan putusan MK oleh DPR. Itu belum termasuk politik dinasti kah?"
359,361,Presiden Jokowi tegaskan harus mengikuti putusan MK.
360,362,"Iya. Tapi orang itu dipegang janjinya. Sudah kadung komitmen dgn RK sebelum adanya putusan itu. Andaikan putusan MK lebih cepat, Pak Anies pasti berlayar bersama PKS."
361,363,Pemerintah siap berkomitmen penuh dalam mematuhi putusan MK.
362,364,"Putusan MK melarang vs PKPU boleh
PLT. Gubernur =  Gubernur difinitif ?
@officialMKRI
 @KPU_ID
 @titianggraini"
363,365,Hasil putusan MK sangat membantu dan menguntungkan  parpol2 untuk memberikan rakyat alternatif pilihan yang beragam
364,366,Apakah sikap pks pas rapat baleg pasca putusan MK 60 & 70 selaras dengan sikap pks seperti yg tertuang di berita CNN tersebut??
365,367,"Itu sih gua yakin RG bakalan walk out soalnya si mulyono ngga paham apapun masa pas putusan MK batas umur dia bilang pemerintah ngga bisa intevensi padahal indo dibagi menjadi 3 kekuasan (legislatif, yudikatif, eksekutif) biar saling mengingatkan kalau ada yg melenceng"
366,368,"Sempat gemes waktu 
@PKSejahtera
 nyalonkan ""dia"" di Tangsel dan setuju pembatalan putusan MK. Untungnya mau dengerin suara orang n merevisi.

Tuk pileg 2029 insyaa Allah tetap setia n pilih caleg PKS, tapi tuk pilkada DKI 2024 tidak lagi samiknawatokna."
367,369,Ini demo yg mendukung putusan MK bang....Jan asal komen
368,370,Apakah sikap pks pas rapat baleg pasca putusan MK 60 & 70 selaras dengan sikap pks seperti yg tertuang di berita CNN tersebut??
369,371,"Itu sih gua yakin RG bakalan walk out soalnya si mulyono ngga paham apapun masa pas putusan MK batas umur dia bilang pemerintah ngga bisa intevensi padahal indo dibagi menjadi 3 kekuasan (legislatif, yudikatif, eksekutif) biar saling mengingatkan kalau ada yg melenceng"
370,372,"Sempat gemes waktu 
@PKSejahtera
 nyalonkan ""dia"" di Tangsel dan setuju pembatalan putusan MK. Untungnya mau dengerin suara orang n merevisi.

Tuk pileg 2029 insyaa Allah tetap setia n pilih caleg PKS, tapi tuk pilkada DKI 2024 tidak lagi samiknawatokna."
371,373,Ini demo yg mendukung putusan MK bang....Jan asal komen
372,374,"Pasal 45 ayat (7) uu ite jo. 310 ayat (3) kuhp sebenernya bisa ditafsirkan termasuk dalam hal mengkritik pejabat. Kalo uji materiil ke mk kemungkinan ditolak karena menkonkretisasi rumusan pasal, sama halnya dengan putusan mk no. 70 kemaren. Meureun."
373,375,Jika Putusan MK terbit lebih cepat maka AMAN akan ada
374,376,"Kyknya retorika politik yg mengada2,  kenapa pula PKS tak percaya diri untuk Sumut-1 '24 maupun DKI-1 '24 usung kader internal sendiri? Kan sdh ada putusan MK 60."
375,377,"Coba waktu itu tetap di pdip mungkin sekarang udah cagub lampung.pindah Nasdem malah gak di usung jadi cagub,usai putusan MK Nasdem bisa maju sendiri pada hal."
376,378,"Kamu salah,emng pksnya aja udh mau gabung pemerintah.udh tercium dr pas selesai putusan MK penetapan presiden.ini partai emng udh gak tahan jadi oposisi, pencalonan Anies hanya semata utk posisi tawar bergabung di pemerintah."
377,379,"Aku juga download, hemat kuota"
378,380,"stay di jalan perjuangan, dengan sedikit keberanian dan kondisi yang semakin terang, ga lama lagi rezim tumbang, secara baik-baik atau tidak. Dikasih jalan buat putar balik ketika kami berdemo menjaga putusan MK, kasih jalan lebih leluasa, tapi kalian bergeming. Malu?"
379,381,Setelah putusan MK msh ada jeda waktu u PKS bermusyawarah lgi...
380,382,"Andai ga ada skandal revisi UU Pilkada, rasanya landing Pak Jokowi bagus

Tapi karena putusan MK setitik, rusak semua skenarionya. Bahkan harus nyapuin hal-hal lain yang tidak diprediksi sebelumnya "
381,383,"Ali hamza kan emang dari dulu goblok, semenjak kasus kpop itu , sekarang ngatain narasi provokator, masalah putusan mk di sepelein, kek buzzer tolol dah, wkwkwk cair cairrr"
382,384,"putusan MK, Jokowi tegaskan #indonesiaMaju ikut juga Perppu: terbitkan ada saja gak Pikiran pilkada #Jokowi tak"
383,385,"Dirreskrimum Polda Jatim meninjau lokasi unjuk rasa mahasiswa terkait putusan MK di Gedung DPRD Provinsi Jatim. Kegiatan unjuk rasa berlangsung tertib dan kondusif.(26/08/24) 
#ditkrimumjatim #poldajatim #unjukrasa"
384,386,"Alasan lepas Anis karena tdak dapat lengkapi kursi adalah alasan saja, aslinya silau oleh tawaran materi dan jabatan. ini terbukti pasca putusan MK tetap tdak calonkan Anis. Partai nilai yang berubah jadi pragmatis dan oportunis. Selamat tinggal PKS"
385,387,Udah deh jangan mbulet menganggap rakyat jakarta hanya sekumpulan monyet. Wong kadermu di senayan si ibu2 itu ikut menentang putusan MK ko'.
386,388,"sudah deklarasi AMAN kok bilang gayung tak bersambut? alasannya deadline, tapi ARB merasa tak ada deadline. alasan tak cukup kursi, tapi putusan MK keluar ga balik dukung. aaaahhhh...... pragmatis"
387,389,"Secara hukum memang benar yg disampaikan legislator PKS, Gerindra dkk. Prof YIM jg menyampaikan pandangan senada terkait norma baru. Bahkan partai gelora yg mangajukan JR sj protes krn putusan MK tidak sesuai gugatan. PKS tidak menolak ambang batas 7.5%, bahkan PKS ajukan JR 4%"
388,390,"Stujuuu, ini lagu yg bikin aku mantep ngestan yeochin, sebagus ituuu"
389,391,oposisi dengan mendukung revisi uu pilkada mengkadali putusan MK
390,392,Guys jurnalis Indonesia yang sering bgt post awareness kawal putusan MK siapa yaaah?
391,393,Pemerintahan berkomitmen penuh untuk mematuhi putusan MK dalam pelaksanaan pilkada 2024!!
392,394,"Hal ini bisa dilihat dri kompromi yg terbukti dilapangan, waktu baleg dpr masalah RUU pilkada , harusny klo 
@pks
. Memegang value kenapa kok malah pro pada arah pemberhalaan itu putusan mk yg mestinya malah bergembira,bisa mencalonkan di banyak daerah,bahkan pak anis"
393,395,"Yg dibocorkan oleh 
@BocorAlusPol
 sih katanya dapet:

1. 2 pos menteri
2. Cashback 50% biaya Pileg
3. Pilkada² di daerah² strategis dimana PKS potensi menang akan didukung Gerindra.

Tp keknya poin terakhir buyar grgr Putusan MK 60 deh"
394,396,Nalar kritis publik merespons putusan MK soal pilkada bisa menjadi modal dasar untuk memilih di pilkada serentak nanti. http://baca.komp.as/TCnKsV #Opini #AdadiKompas
395,397,"Buzzer2 ini gmn nasib ya?
Masih keinget cuitan kiky yg bilang ""putusan MK untuk mas gibran""

Dipikir2 kepikiran kayanya dilepeh sm kimples"
396,398,"Di tangsel memang awalnya tidak ada kader mereka yg diusung, sama halnya dengan golkar di banten, cabut dukungan dengan koalisi yg tidak ada kader internalnya yg diusung. 
Kalo DKJ sudah kadung komitmen dan ada kadernya yg diusung, btw putusan MK setelah komitmen berkoalisi"
397,399,Ini ganteng aph cantik yh...
398,400,"Pengesahan Revisi UU Pilkada Dibatalkan, Jokowi Pastikan Pemerintah Ikuti Putusan MK"
399,401,DPR dan KPU sepakat jalankan putusan MK soal ambang batas parlemen dan syarat batas usia calon kepala daerah
400,402,"Pengesahan Revisi UU Pilkada Dibatalkan, Jokowi Pastikan Pemerintah Ikuti Putusan MK"
401,403,DPR dan KPU sepakat jalankan putusan MK soal ambang batas parlemen dan syarat batas usia calon kepala daerah
402,404,"Tokoh2 
@PKSejahtera
 sibuk Membenarkan diri. Tenang. Balik Badan setelah putusan MK knapa nggak? Toh di salah satu paslon bisa. Kan alasan kalian tdk cukup suara utk dukung pak 
@aniesbaswedan
 Ada putusan MK knapa nggak balik badan, toh RK tetap Nyalon walau kalian tdk dukung."
403,405,Kan setelah putusan MK resmi berlaku PKS harus nya memajukan calon sendiri di jakarta dan Sumatra Utara tapi ini tidak melakukan malah sebaliknya tunduk kepada maunya DASCO
404,406,rupanya ada buzzer yang lupa breafing tentang putusan MK :v. pada lupa anjir kalau putusan MK bisa bikin PKS maju sendirian. dan inget kalau dukungan resmi PKS ke kim itu ada setelah putusan MK jadi ya. mau nyalahin anies gimana ya tetep aja yg salah pks kenapa ninggalin
405,407,Itu orang enak bat kyknya buat dijadiin samsak tinju buat mahasiswa pas demo kawal putusan MK kemarin2... 
406,408,Sharee
407,409,Mau mauuu
408,410,"ah kalo ini sih emang sebab akibat sih...coba PKS pas ada putusan MK, lsg putar balik ngusung Anis Iman (kalo memang alasan sebelumnya gak ada kuota)...pasti gak ada suara sumbang"
409,411,Partai siapa yng ikut dukung revisi putusan MK?
410,412,"Apa yg menyebabkan 
@PKSejahtera
 deklarasi dukung RK sebelum putusan MK dibacakan?

Cerita RK di 
@MataNajwa
, syarat calon wakil dari PKS itu udah lama. Tentu tawaran dr KIM ke PKS sdh dibahas jauh-jauh hari. Alasan politik lebih dpt diterima dari pada alasan pembenaran begini pak"
411,413,"Justru itu, ketika ada angin segar dari Putusan MK 60 untuk PKS bisa mencalonkan calonnya sendiri, kenapa majelis syuro tidak segera melakukan musyawarah kembali untuk menentukan sikap terbaru dari perkembangan terkini saat itu?"
412,414,makasih infonya kak
413,415,"Dan buat yg mikir cuma krn rocky savage,

Argumen rocky itu ada di putusan HAM eropa soal penghinaan pejabat negara

Ada dlm putusan MK soal penghapusan penghinaan presiden

Semua pernah gw baca, tpi dia jelaskan itu dgn sangat sederhana, mudah dipahami, itu gak mudah, impresif."
414,416,"Knp gak berubah aja setelah ada putusan MK Pak 
@hnurwahid"
415,417,"Argumen rocky itu ada di putusan HAM eropa soal penghinaan pejabat negara

Ada dlm putusan MK soal penghapusan penghinaan presiden

Dia menjelaskan dgn sangat sederhana, impresif menurut gw

Dan gw kenal dia jauh sebelum masuk TV, gak berubah cara menjelaskannya"
416,418,Presiden Jokowi Pastikan pemerintah Ikut Putusan MK
417,419,"lah Golkar aja masih bisa balik dukung Airin pasca putusan MK, Riza Patria dan Marshel bisa mundur  pasca putusan MK, apa yg menghalangi PKS gak berani mundur dr KIM plus Jakarta dan kembali ke Anies?"
418,420,"Demo untuk Anies, kedok putusan MK."
419,421,"Justru karena istiqomah itulah PKS harus hormati kesepakatan yang sudah ditandatangani dg RK. Andai saja putusan MK dibacakan sebelum kesepakatan ditandatangani, PKS bisa menarik diri seperti di Tangsel."
420,422,"Intinya jegal Anies di jkt, dukung Bobby di sumut, dukung Kaesang di jateng sblm putusan MK."
421,423,"MK masuk pada hal teknis pembuatan UU yang semestinya menjadi wewenang pemerintah dan DPR. Dalam banyak putusan, MK telah menjelma menjadi rezim despotik itu. Setiap putusan MK tidak ada yang bisa me-review-nya."
422,424,"Pasca putusan MK, PKS punya pilihan di Jakarta dan Medan, tapi kami lihat sikap PKS.... 
Terus mesti mau bilang apa lagi..."
423,425,Kl tdk tersanda.. ngapain kemarin diperalat di Baleg DPR ikut setuju RUU pilkada melawan putusan MK.. ada2 saja...
424,426,Kl bebas...tentu tdk akan diperalat dlm persekongkolan jahat baleg DPR kemarin...untuk setuju RUU pilkada guna melawan putusan MK...itu kan penghianatan atas kedaulatan rakyat yg akhirnya memantik kemarahan berbagai elemen masyarakat memaksa DPR membatalkan pembahasam RUU tsb.
425,427,"Kalo gw sendiri paling kecewa berat pas sempet dukung RUU pilkada buat gagalin putusan MK, itu titik yg bener2 gw kecewaaa berat plus bumbu2 mereka yg enggan menerima kritik dan membela diri  dan menuduh simpatisan cuma buzzer"
426,428,"Stlh putusan MK keluar berarti sisa 4 kursi yg dipersyaratkan oleh 
@PKSejahtera
 kpd 
@aniesbaswedan
 sdh teratasi. Tapi kenapa PKS tetap meninggalkan Anies & gabung KIM Plus? PKS harusnya tobat krn tidak sabaran. Allah sdh kasih jalan. Tapi PKS menampiknya. Mmang sdh waktunya down."
427,429,"dan lucunya, 
@PKSejahtera
 justru tdk memanfaatkan Putusan MK dgn mengusung kader2nya sendiri, seperti di Tangsel (contohnya)... Kursinya banyak kok takut kalah ngusung kader2 sendiri? #hahaha... Emangnya PKS tersandera korupsi apa sih sampe sebegitu takutnya? Kuota haji?"
428,430,"butuh disadarin selama 1 jam ternyata ia, tapi gapapa, melek juga deh lu sama alasan kenapa putusan mk kemarin harus dikawal hhhhhh..... "
429,431,"YAH OK WAJAR TP JGN HRP TANPA ADA MUSYAWARAH KALO PARTAI LAIN BAKALAN PASTI TERIMA…GW BENCI PDIP TP JUSTRU DISINI GW SALUT AMA PDIP KRN TTP BERDIRI SENDIRI GAK IKUT GABUNG WALAUPUN GAK CKP SUARA…COBA PKS SEPERTI ITU, PAS PUTUSAN MK KELUAR BKL BS NYUSUNG ANIES ATAU KADER SENDIRI"
430,432,damn rupanya anda masih ada di masa sebelum tanggal 21 agustus rupanya. jadi gak tau putusan mk. info aja dimasa depan setelah putusan mk bakal ada demo besar :v
431,433,"Dan stlh keluar putusan MK maka cukuplah kursi utk mengusung Anies, tapi tetap tdk dilakukan oleh 
@PKSejahtera
 dan malah tetap gabung KIM Plus. Allah sdh kasih jalan, tapi PKS menampiknya. Andai saja PKS sabar dan tdk menekan Anies dgn deadline mgkn tdk spt ini jadinya."
432,434,"Bahkan sekelas HNW ga bisa memahami makna tersandera. Apa alasan yang mendasari PKS gabung KIM selain iming2 kursi menteri? Padahal rakyat rela demo demi kawal putusan MK. Tapi PKS tetap memilih kursi menteri daripada mendengar aspirasi rakyat, padahal PKS bisa usung sendiri"
433,435,"Alasan pks ga masuk akal buktinya setelah putusan  MK tangsel bs berubah, knp jakarta tdk? Ya krn jakarta sdh di barter dgn iming-iming jabatan dan fulus,, bkn begitu ya ustadz?"
434,436,"Buta kah ?? 

Dukung bobby 
Dukung kaesang ( sblum.ada putusan MK ) 

Dukung Marsel ( yg gak jelas ))"
435,437,"Pake ngeles, putusan MK sebelum pendaftaran, knp ga balik badan? berarti emg tersandera"
436,438,"Coba jujur aja sama publik, apa yang bikin PKS bergabung dengan KIM? Kalau memang  karena iming iming kursi menteri, ya jawab jujur aja. Rakyat udah berusaha demo habis habisan untuk kawal putusan MK, kenapa ga dipake juga? Padahal PKS jadi bisa usung sendiri.jujur"
437,439,"Aduhh semoga membernya tetep sehat yaa, padahal kan mereka pasti capek :⁠'⁠( kasihan bgt jadi korban kyk gini, semoga boycott nya berhasil yaa
Gimana pun mereka juga manusia, pasti capek lah kalo dipush trs"
438,440,Sunrise sama tftmn gfriend
439,441,"Lah kemarin aja putusan MK dikritik sama kader PKS waktu rapat di baleg.
Katanya tetap vokal perjuangankan kepentingan umat.
Padahal kan umat maunya putusan MK ga diganggu.
Tapi kemarin apa?"
440,442,Gayung tak bersambut tapi malah gabung rezim. Harusnya berani menjomblo seperti pdip. Gak ikut pilkada DKI gak masalah. Saat putusan MK keluar malah gak balik arah. Ini tanda PKS gak dengerin konstituennya
441,443,Halah alasan aja.. begitu ada putusan MK harusnya udah bisa nyalonin sendiri kayak pdip ga perlu gabung KIMplus..
442,444,"diem, gimana tu putusan MK udh keluar belum"
443,445,"Keputusan Musyawarah Majelis Syuro yg memutuskan PKS berkoalisi dg KIM+ setahu saya keputusannya keluar sebelum Putusan MK 60, ktk Putusan MK 60 itu keluar dan menguntungkan PKS, harusnya Majelis Syuro mengadakan musyawarah kembali untuk mendiskusikan kondisi terkini saat itu"
444,446,"Makanya baca dulu kalau PKS PKB Nasdem tetep gabung seperti saat capres bisa memenuhi sebelum putusan MK gak??
Nyuruh orang pakai kuota.. dia sendiri gak paham konteks"
445,447,"Kemaren DPR mo ngerubah putusan MK didemo.. Sekarang halu mau ngubah undang-undang.
Ga ada obat"
446,448,"lah harusnya si 
@faizalasegaf
 komplain ke 
@PKSejahtera
 
karena putusan MK membuat 
@PKSejahtera
 bisa sendiri, tapi-khan ngak mau ?"
447,449,"Justru itu, jika memang ada kecurigaan ada yg 'mempermainkan' PKS dg Putusan MK 60, ya lawan dong dg 'menyerang balik' pihak yg dicurigai mjd dalangnya! Klo tak ada perlawanan, ya patut dicurigai keinginan PKS masuk kolam kekuasaan lebih besar drpd keinginan PKS jd pelayan rakyat"
448,450,mantep mengawal putusan mk tanpa harus menyepong pak anies‍
449,451,"lucu logika anda
ya betul ada faham trias politika, tapi indonesia tidak murni seperti itu, pahami lagi aturan yg ada
dan justru putusan MK harus dipatuhi DPR dan menjadi acuan dalam membuat UU berikutnya
jadi, ya DPR dan Pemerintah sudah salah, dan membuat narasi pembodohan"
450,452,"Gayung tak bersambut? Anies mau anda usung krn baginya PKS adalah partai yg paling ia percaya & paling punya chemistry dengan dia. Anda dan PKS sendiru yg membatalkan pencalonan itu, bahkan ketika ruang terbuka utk mencalonkan lagi pasca putusan MK, Anies tetap anda lepeh."
451,453,"Wwkwkwkk jawabannya sudah ada deal²an, mk 
@PKSejahtera
 tidak mengusung anies di injury time. Setelah putusan MK Selain jakarta, Sumut dan Jateng bebas 
@PKSejahtera
  mencalonkan siapapun cakadanya ..."
452,454,Dengan putusan mk gak butuh 4 kursi lagi
453,455,Jinx pun mengawal putusan MK
454,456,Justru pasca putusan MK kemarin adalah peluang terbaik PKS kembali bekerjasama dg Anies untuk mengalahkan anasir² jahat kekuasaan
455,457,Ngusungnya cuman basa basi doang dgn pake ancaman kl gak dpt 4 kursi dlm 40 hri dukungn dicabut..pdhl gak ada dlm janji spt itu kata anies...ngarang aja lu..tpi stlh turun putusan mk pks jg ttap gak brgeming toh..dsr bnyak bacot aja..betul tuh yg dibilang Refly Harun..
456,458,"Ternyata jadi karyawan BUMN itu ngga semuanya nikmat kaya yg di idam2kan ya, masih ada juga beberapa fasilitas yg diskriminasi.
Tiba2 ada aja aturan yg diupdate tanpa diumumkan ke karyawannya. Uda macem putusan MK "
457,459,Presiden Jokowi Pastikan pemerintah Ikut Putusan MK
458,460,"eeeh NGUSTAD, kan stelah ada putusan MK partai antum bisa nyalonin sendiri "
459,461,Bargainingnya terlalu dalam sm KIM jd ga bs lepas stlh putusan MK.. beda dg Golkar yg sdh lepeh Airin tp ngusung lg.. silakan di maknai sendiri
460,462,"Coba baca beritanya utuh

Atau cari sumber lain, maksud dari HNW

Banyak pihak tidak sadar bahwa putusan MK sudah bisa keluar 1 Agustus harusnya

Tapi baru dibacakan 1 hari setelah deklarasi RAWON

Itu problem besar yg MK bikin"
461,463,"Ohh...iya ? Masa  cih ?? Yang Tangsel apakabar kok berubah setelah putusan MK ? Padahal yang di JKT jelas basis PKS dan aspirasi simpatisan jls usung Anies.
Gak tau lagi kl ada yang bermasalah dgn hukum lalu tersandera.Tapi gak mungkin sih (maksudnya gak mungkin ngaku begitu). "
462,464,"Dah kaya tuhan aje bang
Sadar kalo Allah mo balik jejak putusan MK g mampu

Yaaa semoga terlaksana harapanmu nak tp jika lain yaa itulah"
463,465,"Seharusnya putusan pengadilan korupsi inilah yg patut didemo guru besar dan mahasiswa karena korupsi kejahatan kemanusiaan dari pada uu pilpres, uu pilkada dan putusan MK"
464,466,"Selain itu, partai juga kena hantam dari banyak “raja kecil” di dati II (kota/kab) yang sebenernya dapet banyak benefit dari putusan MK, nyali fraksi di pusat akan makin ciut karena “raja kecil” ini selain sumber pundi pundi, tapi juga sebagai kantong suara besar di daerah"
