,Platform,Year,Genre,Other_Sales
4559,GBA,2004,Adventure,0.01
4560,PS2,2004,Fighting,0.08
4561,PS2,2004,Role-Playing,0.05
4562,GBA,2004,Platform,0.01
4563,GBA,2004,Platform,0.01
4564,GBA,2004,Platform,0.01
4565,PS2,2004,Platform,0.08
4566,PS2,2004,Platform,0.08
4567,PS2,2004,Shooter,0.09
4568,XB,2004,Shooter,0.02
4569,GBA,2004,Misc,0.01
4570,GBA,2004,Misc,0.01
4571,PS2,2004,Platform,0.08
4572,GBA,2004,Simulation,0.01
4573,PS2,2004,Platform,0.08
4574,GBA,2004,Simulation,0.03
4575,PS2,2004,Sports,0.08
4576,PS2,2004,Racing,0.08
4577,GBA,2004,Platform,0.01
4578,GBA,2004,Misc,0.01
4579,GBA,2004,Action,0.01
4580,GBA,2004,Racing,0.01
4581,DS,2004,Racing,0.06
4582,PS2,2004,Racing,0.08
4583,XB,2004,Sports,0.02
4584,PS2,2004,Role-Playing,0.0
4585,PS2,2004,Platform,0.08
4586,PS2,2004,Role-Playing,0.08
4587,PS2,2004,Role-Playing,0.07
4588,GBA,2004,Adventure,0.01
4589,GBA,2004,Action,0.01
4590,PS2,2004,Fighting,0.08
4591,PS2,2004,Action,0.05
4592,GBA,2004,Puzzle,0.01
4593,GBA,2004,Puzzle,0.01
4594,GBA,2004,Misc,0.01
4595,PS2,2004,Sports,0.07
4596,PS2,2004,Sports,0.0
4597,XB,2004,Platform,0.02
4598,XB,2004,Shooter,0.02
4599,XB,2004,Platform,0.02
4600,PS2,2004,Racing,0.07
4601,GBA,2004,Misc,0.01
4602,XB,2004,Shooter,0.02
4603,PS2,2004,Sports,0.0
4604,PS2,2004,Misc,0.07
4605,GBA,2004,Misc,0.01
4606,PS2,2004,Sports,0.07
4607,PS2,2004,Shooter,0.07
4608,XB,2004,Misc,0.02
4609,XB,2004,Sports,0.02
4610,PS2,2004,Platform,0.07
4611,GC,2004,Role-Playing,0.01
4612,GBA,2004,Action,0.01
4613,PSP,2004,Action,0.02
4614,XB,2004,Misc,0.02
4615,GBA,2004,Fighting,0.01
4616,XB,2004,Sports,0.02
4617,PS2,2004,Action,0.06
4618,GBA,2004,Action,0.01
4619,PS2,2004,Strategy,0.0
4620,DS,2004,Action,0.04
4621,XB,2004,Fighting,0.02
4622,PS2,2004,Action,0.06
4623,PS2,2004,Role-Playing,0.03
4624,GC,2004,Sports,0.01
4625,GBA,2004,Sports,0.01
4626,XB,2004,Shooter,0.02
4627,PS2,2004,Sports,0.06
4628,GBA,2004,Racing,0.01
4629,XB,2004,Sports,0.02
4630,PS2,2004,Fighting,0.06
4631,GC,2004,Action,0.01
4632,GBA,2004,Puzzle,0.01
4633,GBA,2004,Platform,0.01
4634,XB,2004,Racing,0.02
4635,PS2,2004,Sports,0.06
4636,GBA,2004,Misc,0.01
4637,GBA,2004,Racing,0.01
4638,PS2,2004,Action,0.01
4639,GC,2004,Sports,0.01
4640,GC,2004,Fighting,0.01
4641,PS2,2004,Action,0.06
4642,GBA,2004,Sports,0.01
4643,PS2,2004,Misc,0.06
4644,PS2,2004,Action,0.06
4645,PS2,2004,Action,0.06
4646,DS,2004,Simulation,0.0
4647,XB,2004,Racing,0.02
4648,GC,2004,Fighting,0.01
4649,GBA,2004,Action,0.01
4650,GBA,2004,Adventure,0.01
4651,GBA,2004,Racing,0.01
4652,PS2,2004,Role-Playing,0.06
4653,GBA,2004,Misc,0.01
4654,PS2,2004,Sports,0.06
4655,GBA,2004,Platform,0.01
4656,XB,2004,Sports,0.02
4657,PS2,2004,Racing,0.06
4658,GBA,2004,Action,0.01
4659,GBA,2004,Platform,0.01
4660,PS2,2004,Sports,0.0
4661,GC,2004,Shooter,0.01
4662,XB,2004,Simulation,0.02
4663,GC,2004,Platform,0.01
4664,GBA,2004,Misc,0.01
4665,XB,2004,Role-Playing,0.01
4666,PS2,2004,Misc,0.05
4667,PS2,2004,Action,0.05
4668,GC,2004,Action,0.01
4669,PS2,2004,Misc,0.05
4670,GC,2004,Simulation,0.02
4671,GBA,2004,Action,0.01
4672,PS2,2004,Strategy,0.0
4673,GC,2004,Shooter,0.01
4674,PS2,2004,Fighting,0.05
4675,GC,2004,Misc,0.01
4676,GBA,2004,Sports,0.01
4677,XB,2004,Sports,0.01
4678,PS2,2004,Racing,0.05
4679,GBA,2004,Action,0.01
4680,PS2,2004,Misc,0.05
4681,GC,2004,Action,0.01
4682,PS2,2004,Sports,0.05
4683,GC,2004,Role-Playing,0.01
4684,GC,2004,Shooter,0.01
4685,XB,2004,Simulation,0.01
4686,PS2,2004,Sports,0.05
4687,PS2,2004,Sports,0.0
4688,PS2,2004,Sports,0.05
4689,PS2,2004,Platform,0.04
4690,GC,2004,Sports,0.01
4691,GBA,2004,Platform,0.01
4692,PS2,2004,Adventure,0.04
4693,GBA,2004,Platform,0.01
4694,XB,2004,Shooter,0.01
4695,XB,2004,Simulation,0.01
4696,PS2,2004,Adventure,0.04
4697,PSP,2004,Misc,0.05
4698,GC,2004,Platform,0.01
4699,GBA,2004,Platform,0.01
4700,PS2,2004,Misc,0.04
4701,GBA,2004,Action,0.01
4702,PS2,2004,Action,0.04
4703,PS2,2004,Misc,0.04
4704,XB,2004,Strategy,0.01
4705,PS2,2004,Action,0.0
4706,XB,2004,Strategy,0.01
4707,XB,2004,Misc,0.01
4708,PC,2004,Simulation,0.05
4709,PS2,2004,Fighting,0.04
4710,GBA,2004,Action,0.01
4711,GC,2004,Action,0.01
4712,PS2,2004,Sports,0.04
4713,PS2,2004,Platform,0.04
4714,GC,2004,Role-Playing,0.01
4715,DS,2004,Simulation,0.02
4716,DS,2004,Puzzle,0.02
4717,PS2,2004,Role-Playing,0.0
4718,PS2,2004,Shooter,0.04
4719,GC,2004,Platform,0.01
4720,GBA,2004,Simulation,0.01
4721,PS2,2004,Action,0.04
4722,PS2,2004,Fighting,0.04
4723,XB,2004,Sports,0.01
4724,GC,2004,Action,0.01
4725,PC,2004,Strategy,0.05
4726,GC,2004,Fighting,0.01
4727,PS2,2004,Role-Playing,0.0
4728,PS2,2004,Sports,0.03
4729,PS2,2004,Action,0.03
4730,XB,2004,Racing,0.01
4731,PS2,2004,Role-Playing,0.03
4732,PS2,2004,Shooter,0.03
4733,PS2,2004,Strategy,0.03
4734,GBA,2004,Misc,0.0
4735,PS2,2004,Racing,0.03
4736,DS,2004,Sports,0.02
4737,GBA,2004,Adventure,0.01
4738,PS2,2004,Simulation,0.02
4739,DS,2004,Puzzle,0.01
4740,GBA,2004,Action,0.01
4741,GBA,2004,Misc,0.0
4742,PS2,2004,Fighting,0.03
4743,GC,2004,Platform,0.01
4744,PS2,2004,Racing,0.03
4745,XB,2004,Role-Playing,0.01
4746,GC,2004,Sports,0.01
4747,GBA,2004,Misc,0.0
4748,XB,2004,Shooter,0.01
4749,GBA,2004,Misc,0.0
4750,XB,2004,Misc,0.01
4751,PS2,2004,Role-Playing,0.03
4752,GBA,2004,Racing,0.01
4753,GBA,2004,Shooter,0.01
4754,XB,2004,Racing,0.01
4755,GBA,2004,Misc,0.0
4756,GC,2004,Role-Playing,0.01
4757,GBA,2004,Platform,0.01
4758,GBA,2004,Action,0.0
4759,GBA,2004,Adventure,0.0
4760,PS2,2004,Role-Playing,0.03
4761,PS2,2004,Misc,0.03
4762,PS2,2004,Racing,0.03
4763,XB,2004,Action,0.01
4764,GBA,2004,Role-Playing,0.0
4765,XB,2004,Misc,0.01
4766,PS2,2004,Adventure,0.03
4767,GC,2004,Fighting,0.01
4768,XB,2004,Shooter,0.01
4769,PS2,2004,Shooter,0.03
4770,GC,2004,Sports,0.01
4771,GBA,2004,Sports,0.0
4772,PS2,2004,Fighting,0.01
4773,GBA,2004,Platform,0.0
4774,GBA,2004,Misc,0.0
4775,GBA,2004,Misc,0.0
4776,GBA,2004,Role-Playing,0.0
4777,XB,2004,Action,0.01
4778,GC,2004,Action,0.01
4779,XB,2004,Shooter,0.01
4780,PS2,2004,Role-Playing,0.03
4781,GC,2004,Action,0.01
4782,PS2,2004,Racing,0.03
4783,PS2,2004,Racing,0.03
4784,PS2,2004,Role-Playing,0.03
4785,XB,2004,Action,0.01
4786,PS2,2004,Shooter,0.03
4787,PS2,2004,Action,0.03
4788,GBA,2004,Platform,0.01
4789,XB,2004,Shooter,0.01
4790,GBA,2004,Misc,0.0
4791,XB,2004,Sports,0.01
4792,GBA,2004,Action,0.0
4793,PS2,2004,Fighting,0.03
4794,PS2,2004,Racing,0.03
4795,PS2,2004,Platform,0.03
4796,PS2,2004,Sports,0.03
4797,GC,2004,Platform,0.01
4798,GC,2004,Platform,0.01
4799,PC,2004,Shooter,0.02
4800,XB,2004,Action,0.01
4801,GC,2004,Sports,0.01
4802,PS2,2004,Misc,0.0
4803,PS2,2004,Misc,0.03
4804,PS2,2004,Action,0.03
4805,GC,2004,Misc,0.01
4806,GC,2004,Action,0.01
4807,XB,2004,Action,0.01
4808,PS2,2004,Racing,0.02
4809,PS2,2004,Misc,0.02
4810,GBA,2004,Adventure,0.0
4811,XB,2004,Role-Playing,0.01
4812,GC,2004,Action,0.01
4813,PS2,2004,Action,0.02
4814,XB,2004,Action,0.01
4815,DS,2004,Misc,0.0
4816,GBA,2004,Adventure,0.0
4817,PS2,2004,Fighting,0.02
4818,PS2,2004,Simulation,0.02
4819,PS2,2004,Shooter,0.02
4820,GBA,2004,Misc,0.0
4821,XB,2004,Shooter,0.01
4822,PS2,2004,Role-Playing,0.02
4823,XB,2004,Sports,0.01
4824,XB,2004,Action,0.01
4825,GBA,2004,Misc,0.0
4826,PS2,2004,Fighting,0.02
4827,GBA,2004,Sports,0.0
4828,GBA,2004,Misc,0.0
4829,PS2,2004,Sports,0.02
4830,XB,2004,Shooter,0.01
4831,XB,2004,Action,0.01
4832,GBA,2004,Misc,0.0
4833,PSP,2004,Misc,0.0
4834,GBA,2004,Misc,0.0
4835,GBA,2004,Misc,0.0
4836,GBA,2004,Action,0.0
4837,GBA,2004,Adventure,0.0
4838,PS2,2004,Action,0.02
4839,GBA,2004,Misc,0.0
4840,PS2,2004,Shooter,0.02
4841,PS2,2004,Sports,0.02
4842,DS,2004,Puzzle,0.01
4843,PS2,2004,Misc,0.02
4844,XB,2004,Adventure,0.01
4845,XB,2004,Racing,0.01
4846,PS2,2004,Sports,0.02
4847,GC,2004,Misc,0.0
4848,XB,2004,Sports,0.01
4849,PS2,2004,Adventure,0.02
4850,PS2,2004,Shooter,0.02
4851,XB,2004,Sports,0.01
4852,PS2,2004,Role-Playing,0.02
4853,XB,2004,Platform,0.01
4854,XB,2004,Racing,0.01
4855,PS2,2004,Misc,0.02
4856,GC,2004,Shooter,0.0
4857,XB,2004,Fighting,0.01
4858,XB,2004,Shooter,0.01
4859,GBA,2004,Misc,0.0
4860,XB,2004,Shooter,0.01
4861,XB,2004,Action,0.01
4862,GBA,2004,Misc,0.0
4863,DS,2004,Racing,0.01
4864,PSP,2004,Fighting,0.01
4865,XB,2004,Platform,0.01
4866,GBA,2004,Sports,0.0
4867,DS,2004,Sports,0.01
4868,XB,2004,Fighting,0.01
4869,GBA,2004,Action,0.0
4870,PS2,2004,Adventure,0.02
4871,PS2,2004,Role-Playing,0.02
4872,GC,2004,Sports,0.0
4873,PS2,2004,Misc,0.02
4874,PSP,2004,Role-Playing,0.0
4875,XB,2004,Racing,0.01
4876,GBA,2004,Role-Playing,0.0
4877,DS,2004,Puzzle,0.01
4878,XB,2004,Platform,0.01
4879,PS2,2004,Shooter,0.02
4880,XB,2004,Fighting,0.0
4881,PSP,2004,Misc,0.0
4882,GBA,2004,Action,0.0
4883,PS2,2004,Sports,0.02
4884,GC,2004,Sports,0.0
4885,XB,2004,Sports,0.0
4886,PS2,2004,Action,0.02
4887,PS2,2004,Misc,0.02
4888,XB,2004,Platform,0.0
4889,XB,2004,Misc,0.0
4890,GBA,2004,Fighting,0.0
4891,PS2,2004,Racing,0.02
4892,PS2,2004,Adventure,0.02
4893,GBA,2004,Racing,0.0
4894,PS2,2004,Role-Playing,0.02
4895,GBA,2004,Platform,0.0
4896,XB,2004,Action,0.0
4897,GBA,2004,Misc,0.0
4898,XB,2004,Misc,0.0
4899,XB,2004,Racing,0.0
4900,PS2,2004,Sports,0.02
4901,GC,2004,Role-Playing,0.0
4902,GC,2004,Racing,0.0
4903,XB,2004,Platform,0.0
4904,PS2,2004,Adventure,0.02
4905,XB,2004,Adventure,0.0
4906,XB,2004,Fighting,0.0
4907,GBA,2004,Shooter,0.0
4908,XB,2004,Fighting,0.0
4909,XB,2004,Adventure,0.0
4910,XB,2004,Sports,0.0
4911,XB,2004,Shooter,0.0
4912,GBA,2004,Action,0.0
4913,XB,2004,Shooter,0.0
4914,PS2,2004,Sports,0.01
4915,XB,2004,Action,0.0
4916,DS,2004,Misc,0.01
4917,GBA,2004,Strategy,0.0
4918,PS2,2004,Simulation,0.01
4919,PS2,2004,Strategy,0.01
4920,PS2,2004,Action,0.01
4921,GBA,2004,Adventure,0.0
4922,XB,2004,Platform,0.0
4923,GC,2004,Adventure,0.0
4924,PS2,2004,Shooter,0.01
4925,PSP,2004,Puzzle,0.0
4926,XB,2004,Fighting,0.0
4927,GBA,2004,Misc,0.0
4928,XB,2004,Shooter,0.0
4929,PS2,2004,Racing,0.01
4930,PC,2004,Strategy,0.02
4931,GBA,2004,Role-Playing,0.0
4932,GBA,2004,Simulation,0.0
4933,PSP,2004,Misc,0.0
4934,XB,2004,Racing,0.0
4935,XB,2004,Racing,0.0
4936,PC,2004,Shooter,0.01
4937,GBA,2004,Action,0.0
4938,XB,2004,Fighting,0.0
4939,XB,2004,Role-Playing,0.0
4940,PS2,2004,Shooter,0.01
4941,XB,2004,Shooter,0.0
4942,XB,2004,Shooter,0.0
4943,XB,2004,Action,0.0
4944,GBA,2004,Adventure,0.0
4945,PS2,2004,Simulation,0.01
4946,XB,2004,Racing,0.0
4947,GBA,2004,Platform,0.0
4948,PS2,2004,Fighting,0.01
4949,GC,2004,Sports,0.0
4950,XB,2004,Racing,0.0
4951,PS2,2004,Role-Playing,0.01
4952,PS2,2004,Platform,0.01
4953,PS2,2004,Shooter,0.01
4954,PS2,2004,Fighting,0.01
4955,GC,2004,Shooter,0.0
4956,DS,2004,Puzzle,0.0
4957,XB,2004,Misc,0.0
4958,XB,2004,Sports,0.0
4959,XB,2004,Sports,0.0
4960,XB,2004,Racing,0.0
4961,XB,2004,Racing,0.0
4962,XB,2004,Sports,0.0
4963,XB,2004,Misc,0.0
4964,XB,2004,Action,0.0
4965,PC,2004,Shooter,0.02
4966,GBA,2004,Platform,0.0
4967,PS2,2004,Action,0.01
4968,GC,2004,Racing,0.0
4969,GBA,2004,Adventure,0.0
4970,GBA,2004,Platform,0.0
4971,GBA,2004,Role-Playing,0.0
4972,GBA,2004,Fighting,0.0
4973,GBA,2004,Action,0.0
4974,GBA,2004,Role-Playing,0.0
4975,GBA,2004,Shooter,0.0
4976,GBA,2004,Sports,0.0
4977,PS2,2004,Action,0.01
4978,GC,2004,Action,0.0
4979,PS2,2004,Strategy,0.0
4980,PS2,2004,Action,0.01
4981,DS,2004,Simulation,0.0
4982,GBA,2004,Strategy,0.0
4983,GBA,2004,Shooter,0.0
4984,GBA,2004,Misc,0.0
4985,XB,2004,Action,0.0
4986,GBA,2004,Misc,0.0
4987,PS2,2004,Misc,0.01
4988,XB,2004,Racing,0.0
4989,GC,2004,Platform,0.0
4990,PC,2004,Racing,0.01
4991,PC,2004,Strategy,0.01
4992,PS2,2004,Strategy,0.01
4993,XB,2004,Shooter,0.0
4994,GBA,2004,Platform,0.0
4995,XB,2004,Misc,0.0
4996,XB,2004,Misc,0.0
4997,GBA,2004,Platform,0.0
4998,PS2,2004,Strategy,0.01
4999,PS2,2004,Strategy,0.01
5000,PS2,2004,Shooter,0.01
5001,GBA,2004,Action,0.0
5002,XB,2004,Adventure,0.0
5003,XB,2004,Action,0.0
5004,XB,2004,Misc,0.0
5005,PS2,2004,Action,0.01
5006,GC,2004,Action,0.0
5007,XB,2004,Platform,0.0
5008,GBA,2004,Action,0.0
5009,GBA,2004,Puzzle,0.0
5010,GC,2004,Sports,0.0
5011,PS2,2004,Action,0.01
5012,GC,2004,Strategy,0.0
5013,PS2,2004,Adventure,0.01
5014,PS2,2004,Strategy,0.01
5015,PS2,2004,Simulation,0.01
5016,GC,2004,Sports,0.0
5017,PS2,2004,Role-Playing,0.01
5018,XB,2004,Strategy,0.0
5019,XB,2004,Simulation,0.0
5020,PS2,2004,Role-Playing,0.01
5021,DS,2004,Adventure,0.0
5022,PS2,2004,Sports,0.01
5023,PS2,2004,Shooter,0.01
5024,GBA,2004,Action,0.0
5025,PS2,2004,Role-Playing,0.01
5026,GBA,2004,Action,0.0
5027,GC,2004,Misc,0.0
5028,GBA,2004,Action,0.0
5029,XB,2004,Strategy,0.0
5030,XB,2004,Shooter,0.0
5031,XB,2004,Racing,0.0
5032,PS2,2004,Shooter,0.01
5033,GBA,2004,Sports,0.0
5034,PC,2004,Strategy,0.01
5035,XB,2004,Misc,0.0
5036,PS2,2004,Sports,0.01
5037,GBA,2004,Sports,0.0
5038,XB,2004,Action,0.0
5039,GBA,2004,Racing,0.0
5040,XB,2004,Action,0.0
5041,PS2,2004,Action,0.01
5042,PS2,2004,Racing,0.01
5043,GBA,2004,Puzzle,0.0
5044,GC,2004,Shooter,0.0
5045,GBA,2004,Sports,0.0
5046,GC,2004,Strategy,0.0
5047,PS2,2004,Action,0.01
5048,XB,2004,Racing,0.0
5049,GBA,2004,Puzzle,0.0
5050,PS2,2004,Simulation,0.01
5051,XB,2004,Sports,0.0
5052,XB,2004,Action,0.0
5053,PS2,2004,Role-Playing,0.01
5054,PS2,2004,Racing,0.01
5055,XB,2004,Role-Playing,0.0
5056,XB,2004,Puzzle,0.0
5057,PSP,2004,Simulation,0.0
5058,DS,2004,Sports,0.0
5059,GC,2004,Adventure,0.0
5060,XB,2004,Action,0.0
5061,PC,2004,Strategy,0.01
5062,PS2,2004,Adventure,0.0
5063,GBA,2004,Action,0.0
5064,GBA,2004,Misc,0.0
5065,PS2,2004,Sports,0.01
5066,PC,2004,Shooter,0.01
5067,XB,2004,Action,0.0
5068,XB,2004,Racing,0.0
5069,PS2,2004,Sports,0.01
5070,XB,2004,Shooter,0.0
5071,DS,2004,Racing,0.0
5072,XB,2004,Misc,0.0
5073,XB,2004,Strategy,0.0
5074,XB,2004,Shooter,0.0
5075,GC,2004,Shooter,0.0
5076,GBA,2004,Role-Playing,0.0
5077,GBA,2004,Sports,0.0
5078,XB,2004,Racing,0.0
5079,GC,2004,Shooter,0.0
5080,GC,2004,Action,0.0
5081,GBA,2004,Role-Playing,0.0
5082,XB,2004,Sports,0.0
5083,PS2,2004,Adventure,0.01
5084,XB,2004,Platform,0.0
5085,PSP,2004,Puzzle,0.0
5086,PC,2004,Strategy,0.01
5087,GC,2004,Fighting,0.0
5088,XB,2004,Simulation,0.0
5089,GBA,2004,Action,0.0
5090,GBA,2004,Puzzle,0.0
5091,XB,2004,Misc,0.0
5092,PS2,2004,Action,0.0
5093,PS2,2004,Sports,0.0
5094,PC,2004,Racing,0.01
5095,PC,2004,Action,0.01
5096,GBA,2004,Action,0.0
5097,PS2,2004,Adventure,0.0
5098,PS2,2004,Action,0.0
5099,GC,2004,Platform,0.0
5100,PS2,2004,Shooter,0.0
5101,XB,2004,Adventure,0.0
5102,DS,2004,Misc,0.0
5103,DS,2004,Puzzle,0.0
5104,PS2,2004,Action,0.0
5105,PS2,2004,Action,0.0
5106,PS2,2004,Role-Playing,0.0
5107,PSP,2004,Puzzle,0.0
5108,XB,2004,Simulation,0.0
5109,PC,2004,Strategy,0.01
5110,XB,2004,Action,0.0
5111,PS2,2004,Role-Playing,0.0
5112,GBA,2004,Puzzle,0.0
5113,GBA,2004,Racing,0.0
5114,GBA,2004,Shooter,0.0
5115,GBA,2004,Sports,0.0
5116,PC,2004,Shooter,0.0
5117,XB,2004,Strategy,0.0
5118,XB,2004,Adventure,0.0
5119,PC,2004,Shooter,0.0
5120,GBA,2004,Role-Playing,0.0
5121,PC,2004,Role-Playing,0.0
5122,PS2,2004,Action,0.0
5123,GC,2004,Sports,0.0
5124,GBA,2004,Puzzle,0.0
5125,XB,2004,Racing,0.0
5126,GBA,2004,Shooter,0.0
5127,XB,2004,Simulation,0.0
5128,XB,2004,Action,0.0
5129,PS2,2004,Simulation,0.0
5130,GC,2004,Strategy,0.0
5131,GBA,2004,Shooter,0.0
5132,XB,2004,Sports,0.0
5133,GC,2004,Shooter,0.0
5134,XB,2004,Action,0.0
5135,PS2,2004,Adventure,0.0
5136,PC,2004,Role-Playing,0.0
5137,GC,2004,Action,0.0
5138,GC,2004,Shooter,0.0
5139,PC,2004,Shooter,0.0
5140,GBA,2004,Shooter,0.0
5141,XB,2004,Puzzle,0.0
5142,XB,2004,Action,0.0
5143,PS2,2004,Platform,0.0
5144,XB,2004,Fighting,0.0
5145,GBA,2004,Adventure,0.0
5146,PS2,2004,Shooter,0.0
5147,PC,2004,Shooter,0.0
5148,PC,2004,Adventure,0.0
5149,GBA,2004,Shooter,0.0
5150,PC,2004,Racing,0.0
5151,GC,2004,Action,0.0
5152,XB,2004,Misc,0.0
5153,GBA,2004,Shooter,0.0
5154,PC,2004,Sports,0.0
5155,GC,2004,Platform,0.0
5156,GC,2004,Shooter,0.0
5157,PC,2004,Strategy,0.0
5158,GC,2004,Racing,0.0
5159,GBA,2004,Sports,0.0
5160,GC,2004,Puzzle,0.0
5161,PC,2004,Sports,0.0
5162,XB,2004,Platform,0.0
5163,PC,2004,Sports,0.0
5164,GBA,2004,Racing,0.0
5165,GBA,2004,Misc,0.0
5166,PS2,2004,Fighting,0.0
5167,XB,2004,Racing,0.0
5168,PC,2004,Racing,0.0
5169,GBA,2004,Sports,0.0
5170,PC,2004,Adventure,0.0
5171,DS,2005,Simulation,2.75
5172,DS,2005,Racing,1.92
5173,DS,2005,Misc,2.05
5174,DS,2005,Puzzle,1.18
5175,DS,2005,Simulation,0.88
5176,PSP,2005,Action,1.75
5177,DS,2005,Misc,0.62
5178,PS2,2005,Sports,0.66
5179,PS2,2005,Action,0.43
5180,PS2,2005,Racing,0.47
5181,PS2,2005,Role-Playing,0.17
5182,PS2,2005,Sports,0.84
5183,PS2,2005,Sports,0.77
5184,PS2,2005,Misc,0.54
5185,PS2,2005,Fighting,0.7
5186,PSP,2005,Racing,0.79
5187,PS2,2005,Action,0.25
5188,PS2,2005,Shooter,0.37
5189,PS2,2005,Action,0.41
5190,PS2,2005,Action,0.43
5191,DS,2005,Platform,0.29
5192,PS2,2005,Fighting,0.33
5193,PS2,2005,Shooter,0.26
5194,PS2,2005,Misc,0.07
5195,PSP,2005,Racing,0.18
5196,PS2,2005,Action,0.19
5197,GBA,2005,Role-Playing,0.08
5198,DS,2005,Role-Playing,0.0
5199,PS2,2005,Action,0.31
5200,X360,2005,Shooter,0.15
5201,XB,2005,Action,0.09
5202,PS2,2005,Shooter,0.21
5203,XB,2005,Sports,0.08
5204,PS2,2005,Sports,0.25
5205,GBA,2005,Misc,0.03
5206,PS2,2005,Action,0.16
5207,PS2,2005,Shooter,0.1
5208,GC,2005,Action,0.06
5209,XB,2005,Shooter,0.06
5210,PS2,2005,Fighting,0.04
5211,PS2,2005,Sports,0.05
5212,PS2,2005,Sports,0.19
5213,GC,2005,Sports,0.04
5214,PS2,2005,Misc,0.43
5215,PS2,2005,Action,0.07
5216,GC,2005,Misc,0.04
5217,PS2,2005,Sports,0.21
5218,PS2,2005,Sports,0.19
5219,GC,2005,Sports,0.04
5220,PS2,2005,Sports,0.02
5221,PS2,2005,Sports,0.02
5222,GC,2005,Action,0.04
5223,PS2,2005,Action,0.06
5224,PSP,2005,Simulation,0.33
5225,PSP,2005,Role-Playing,0.04
5226,DS,2005,Role-Playing,0.08
5227,XB,2005,Shooter,0.06
5228,PSP,2005,Racing,0.24
5229,PS2,2005,Platform,0.07
5230,PS2,2005,Misc,1.02
5231,X360,2005,Racing,0.1
5232,PS2,2005,Racing,0.01
5233,PC,2005,Simulation,0.0
5234,DS,2005,Simulation,0.01
5235,GC,2005,Role-Playing,0.03
5236,PS2,2005,Shooter,0.14
5237,XB,2005,Action,0.04
5238,PSP,2005,Shooter,0.11
5239,PSP,2005,Sports,0.0
5240,PS2,2005,Shooter,0.16
5241,XB,2005,Action,0.05
5242,PS2,2005,Action,0.13
5243,PS2,2005,Simulation,0.16
5244,GBA,2005,Action,0.02
5245,PS2,2005,Role-Playing,0.62
5246,GBA,2005,Role-Playing,0.02
5247,PSP,2005,Shooter,0.08
5248,XB,2005,Shooter,0.05
5249,XB,2005,Action,0.05
5250,PSP,2005,Role-Playing,0.22
5251,PSP,2005,Misc,0.16
5252,GC,2005,Shooter,0.03
5253,DS,2005,Platform,0.07
5254,PS2,2005,Fighting,0.05
5255,PSP,2005,Sports,0.34
5256,PS2,2005,Sports,0.14
5257,XB,2005,Racing,0.02
5258,XB,2005,Racing,0.05
5259,PSP,2005,Racing,0.22
5260,PS2,2005,Racing,0.14
5261,DS,2005,Strategy,0.08
5262,DS,2005,Adventure,0.05
5263,GC,2005,Platform,0.03
5264,GBA,2005,Misc,0.02
5265,PC,2005,Action,0.05
5266,XB,2005,Sports,0.03
5267,DS,2005,Simulation,0.07
5268,PS2,2005,Action,0.14
5269,PS2,2005,Shooter,0.13
5270,XB,2005,Sports,0.03
5271,GBA,2005,Misc,0.02
5272,PS2,2005,Racing,0.12
5273,GBA,2005,Platform,0.03
5274,PS2,2005,Sports,0.12
5275,PS2,2005,Sports,0.12
5276,PS2,2005,Action,0.11
5277,PS2,2005,Fighting,0.12
5278,PSP,2005,Racing,0.09
5279,PS2,2005,Role-Playing,0.05
5280,PS2,2005,Platform,0.11
5281,PSP,2005,Sports,0.15
5282,PSP,2005,Adventure,0.22
5283,PS2,2005,Simulation,0.11
5284,PS2,2005,Action,0.01
5285,X360,2005,Shooter,0.06
5286,PS2,2005,Fighting,0.1
5287,PSP,2005,Action,0.06
5288,GBA,2005,Platform,0.01
5289,PS2,2005,Action,0.1
5290,DS,2005,Misc,0.06
5291,GBA,2005,Role-Playing,0.02
5292,PS2,2005,Action,0.09
5293,PSP,2005,Sports,0.06
5294,PSP,2005,Shooter,0.18
5295,XB,2005,Racing,0.03
5296,DS,2005,Platform,0.04
5297,GBA,2005,Action,0.01
5298,PS2,2005,Action,0.1
5299,GBA,2005,Action,0.02
5300,XB,2005,Adventure,0.02
5301,XB,2005,Shooter,0.03
5302,PSP,2005,Action,0.14
5303,XB,2005,Role-Playing,0.03
5304,PSP,2005,Platform,0.05
5305,GBA,2005,Platform,0.01
5306,XB,2005,Shooter,0.02
5307,PS2,2005,Action,0.09
5308,PS2,2005,Action,0.09
5309,XB,2005,Action,0.03
5310,XB,2005,Sports,0.01
5311,XB,2005,Shooter,0.02
5312,PSP,2005,Sports,0.14
5313,GC,2005,Platform,0.02
5314,XB,2005,Shooter,0.02
5315,PS2,2005,Role-Playing,0.05
5316,PS2,2005,Platform,0.08
5317,GBA,2005,Misc,0.01
5318,PS2,2005,Role-Playing,0.08
5319,PS2,2005,Action,0.09
5320,XB,2005,Sports,0.03
5321,PS2,2005,Misc,0.08
5322,PS2,2005,Role-Playing,0.09
5323,PS2,2005,Racing,0.09
5324,XB,2005,Sports,0.03
5325,GBA,2005,Misc,0.01
5326,XB,2005,Shooter,0.03
5327,GBA,2005,Role-Playing,0.01
5328,GBA,2005,Action,0.01
5329,PS2,2005,Platform,0.08
5330,XB,2005,Fighting,0.02
5331,X360,2005,Racing,0.05
5332,DS,2005,Puzzle,0.02
5333,PS2,2005,Strategy,0.0
5334,PS2,2005,Role-Playing,0.01
