,Platform,Year,Genre,NA_Sales
2979,PS2,2002,Action,0.18
2980,XB,2002,Sports,0.39
2981,GBA,2002,Sports,0.37
2982,XB,2002,Sports,0.38
2983,PS2,2002,Misc,0.25
2984,PS2,2002,Action,0.13
2985,PS2,2002,Racing,0.25
2986,GBA,2002,Platform,0.37
2987,PS2,2002,Misc,0.25
2988,PS2,2002,Misc,0.25
2989,PS2,2002,Simulation,0.24
2990,PS2,2002,Shooter,0.24
2991,PS2,2002,Shooter,0.24
2992,GC,2002,Fighting,0.38
2993,XB,2002,Action,0.36
2994,PS2,2002,Racing,0.23
2995,PS2,2002,Fighting,0.23
2996,GBA,2002,Platform,0.0
2997,PS2,2002,Racing,0.23
2998,PS2,2002,Sports,0.23
2999,GBA,2002,Misc,0.33
3000,PS2,2002,Action,0.2
3001,GBA,2002,Platform,0.33
3002,PS2,2002,Action,0.22
3003,PS2,2002,Misc,0.0
3004,PS2,2002,Role-Playing,0.14
3005,GC,2002,Role-Playing,0.23
3006,PS2,2002,Action,0.22
3007,PS2,2002,Racing,0.22
3008,PS2,2002,Adventure,0.22
3009,XB,2002,Sports,0.35
3010,PS2,2002,Sports,0.0
3011,GC,2002,Shooter,0.34
3012,GC,2002,Adventure,0.34
3013,PS2,2002,Sports,0.21
3014,XB,2002,Simulation,0.35
3015,GBA,2002,Platform,0.31
3016,GC,2002,Sports,0.33
3017,GBA,2002,Sports,0.31
3018,GC,2002,Sports,0.33
3019,PS2,2002,Action,0.21
3020,XB,2002,Racing,0.35
3021,PS2,2002,Shooter,0.2
3022,PS2,2002,Platform,0.2
3023,PS2,2002,Adventure,0.0
3024,PS2,2002,Action,0.2
3025,GC,2002,Fighting,0.31
3026,PS2,2002,Action,0.2
3027,PS2,2002,Misc,0.2
3028,GC,2002,Shooter,0.31
3029,PS2,2002,Shooter,0.0
3030,XB,2002,Shooter,0.29
3031,GBA,2002,Role-Playing,0.0
3032,PS2,2002,Action,0.19
3033,PS2,2002,Racing,0.19
3034,GC,2002,Shooter,0.3
3035,PS2,2002,Strategy,0.0
3036,GBA,2002,Action,0.27
3037,PS2,2002,Action,0.19
3038,PS2,2002,Role-Playing,0.07
3039,XB,2002,Action,0.28
3040,XB,2002,Sports,0.28
3041,GC,2002,Platform,0.29
3042,PS2,2002,Sports,0.18
3043,GC,2002,Action,0.28
3044,PS2,2002,Adventure,0.0
3045,GBA,2002,Action,0.26
3046,GBA,2002,Simulation,0.0
3047,XB,2002,Action,0.27
3048,GBA,2002,Action,0.25
3049,PS2,2002,Fighting,0.09
3050,PS2,2002,Sports,0.17
3051,PS2,2002,Platform,0.17
3052,GBA,2002,Platform,0.25
3053,GBA,2002,Action,0.25
3054,XB,2002,Racing,0.25
3055,PS2,2002,Action,0.16
3056,PS2,2002,Sports,0.16
3057,PS2,2002,Fighting,0.16
3058,PS2,2002,Adventure,0.1
3059,PS,2002,Role-Playing,0.0
3060,PS2,2002,Fighting,0.16
3061,GBA,2002,Adventure,0.23
3062,XB,2002,Sports,0.24
3063,GBA,2002,Misc,0.23
3064,PS2,2002,Adventure,0.15
3065,XB,2002,Adventure,0.22
3066,XB,2002,Sports,0.23
3067,GBA,2002,Action,0.22
3068,GC,2002,Racing,0.24
3069,PS2,2002,Racing,0.15
3070,PS2,2002,Action,0.15
3071,XB,2002,Fighting,0.23
3072,PS2,2002,Action,0.15
3073,GBA,2002,Racing,0.22
3074,GC,2002,Racing,0.23
3075,PS2,2002,Strategy,0.05
3076,GBA,2002,Platform,0.21
3077,GC,2002,Platform,0.23
3078,GBA,2002,Sports,0.0
3079,XB,2002,Sports,0.22
3080,PS2,2002,Adventure,0.02
3081,GC,2002,Fighting,0.0
3082,PS2,2002,Misc,0.14
3083,DC,2002,Adventure,0.0
3084,PS2,2002,Strategy,0.06
3085,XB,2002,Sports,0.21
3086,PS,2002,Action,0.16
3087,GBA,2002,Fighting,0.2
3088,PS2,2002,Misc,0.0
3089,GBA,2002,Platform,0.2
3090,PS2,2002,Racing,0.14
3091,GBA,2002,Action,0.2
3092,PS2,2002,Sports,0.14
3093,PS2,2002,Sports,0.14
3094,PS2,2002,Adventure,0.14
3095,GBA,2002,Racing,0.2
3096,PS2,2002,Racing,0.13
3097,GBA,2002,Racing,0.19
3098,GC,2002,Platform,0.21
3099,GBA,2002,Role-Playing,0.0
3100,GBA,2002,Fighting,0.19
3101,XB,2002,Racing,0.2
3102,PS2,2002,Shooter,0.13
3103,XB,2002,Sports,0.2
3104,PS2,2002,Misc,0.11
3105,GBA,2002,Role-Playing,0.19
3106,XB,2002,Shooter,0.16
3107,GBA,2002,Action,0.19
3108,GBA,2002,Action,0.19
3109,GBA,2002,Platform,0.19
3110,GC,2002,Shooter,0.2
3111,PS2,2002,Fighting,0.13
3112,PS2,2002,Racing,0.13
3113,PS2,2002,Sports,0.13
3114,GBA,2002,Adventure,0.19
3115,PS2,2002,Adventure,0.13
3116,GBA,2002,Platform,0.18
3117,GBA,2002,Racing,0.18
3118,GC,2002,Sports,0.2
3119,XB,2002,Sports,0.19
3120,GBA,2002,Strategy,0.0
3121,GBA,2002,Platform,0.16
3122,GC,2002,Adventure,0.15
3123,XB,2002,Sports,0.19
3124,GBA,2002,Platform,0.18
3125,PS2,2002,Racing,0.12
3126,GBA,2002,Role-Playing,0.18
3127,GBA,2002,Sports,0.0
3128,PS2,2002,Sports,0.0
3129,GC,2002,Misc,0.19
3130,GBA,2002,Action,0.18
3131,GC,2002,Sports,0.19
3132,PS2,2002,Misc,0.12
3133,XB,2002,Action,0.14
3134,PS2,2002,Sports,0.12
3135,PS,2002,Racing,0.13
3136,XB,2002,Action,0.18
3137,XB,2002,Sports,0.17
3138,PS2,2002,Action,0.11
3139,GC,2002,Shooter,0.18
3140,PS2,2002,Sports,0.11
3141,GC,2002,Platform,0.18
3142,GBA,2002,Platform,0.16
3143,GC,2002,Sports,0.18
3144,PS2,2002,Sports,0.11
3145,PS2,2002,Sports,0.11
3146,PS2,2002,Action,0.11
3147,PS2,2002,Sports,0.11
3148,GC,2002,Role-Playing,0.17
3149,PS2,2002,Shooter,0.07
3150,GC,2002,Puzzle,0.17
3151,PS2,2002,Misc,0.11
3152,XB,2002,Misc,0.16
3153,GBA,2002,Action,0.16
3154,PS2,2002,Racing,0.11
3155,GC,2002,Sports,0.17
3156,GBA,2002,Misc,0.15
3157,PS2,2002,Adventure,0.11
3158,PS2,2002,Action,0.03
3159,GBA,2002,Shooter,0.15
3160,PS2,2002,Strategy,0.1
3161,XB,2002,Shooter,0.16
3162,PS2,2002,Role-Playing,0.1
3163,PS,2002,Platform,0.12
3164,PS2,2002,Action,0.1
3165,XB,2002,Action,0.13
3166,GC,2002,Sports,0.16
3167,XB,2002,Sports,0.15
3168,PS2,2002,Sports,0.1
3169,PS2,2002,Sports,0.04
3170,GC,2002,Action,0.16
3171,GBA,2002,Action,0.15
3172,GBA,2002,Misc,0.15
3173,XB,2002,Racing,0.14
3174,XB,2002,Sports,0.15
3175,XB,2002,Sports,0.15
3176,GC,2002,Racing,0.16
3177,PS2,2002,Misc,0.0
3178,XB,2002,Sports,0.15
3179,GC,2002,Platform,0.15
3180,PS2,2002,Racing,0.1
3181,PS,2002,Action,0.0
3182,GBA,2002,Platform,0.14
3183,XB,2002,Adventure,0.15
3184,XB,2002,Role-Playing,0.15
3185,XB,2002,Fighting,0.14
3186,GBA,2002,Misc,0.14
3187,XB,2002,Racing,0.15
3188,GBA,2002,Action,0.14
3189,PS2,2002,Sports,0.09
3190,PS2,2002,Role-Playing,0.09
3191,GC,2002,Adventure,0.15
3192,GBA,2002,Role-Playing,0.0
3193,XB,2002,Sports,0.14
3194,GBA,2002,Adventure,0.14
3195,GBA,2002,Sports,0.14
3196,GBA,2002,Role-Playing,0.14
3197,PS2,2002,Shooter,0.09
3198,PS2,2002,Sports,0.09
3199,GBA,2002,Action,0.13
3200,XB,2002,Racing,0.12
3201,XB,2002,Action,0.14
3202,PS2,2002,Role-Playing,0.09
3203,XB,2002,Misc,0.14
3204,XB,2002,Platform,0.14
3205,XB,2002,Misc,0.14
3206,GBA,2002,Misc,0.13
3207,GC,2002,Fighting,0.14
3208,GC,2002,Action,0.14
3209,PS2,2002,Strategy,0.09
3210,PS2,2002,Action,0.09
3211,PS2,2002,Sports,0.04
3212,GBA,2002,Sports,0.13
3213,XB,2002,Sports,0.13
3214,PS2,2002,Sports,0.09
3215,PS2,2002,Sports,0.09
3216,GC,2002,Platform,0.13
3217,PS2,2002,Sports,0.08
3218,GC,2002,Platform,0.13
3219,XB,2002,Shooter,0.13
3220,PS2,2002,Sports,0.07
3221,XB,2002,Action,0.13
3222,GC,2002,Role-Playing,0.1
3223,GBA,2002,Racing,0.12
3224,GBA,2002,Shooter,0.12
3225,GC,2002,Adventure,0.01
3226,PS2,2002,Platform,0.08
3227,PS2,2002,Role-Playing,0.0
3228,GBA,2002,Racing,0.12
3229,GC,2002,Shooter,0.13
3230,PS2,2002,Platform,0.08
3231,PS2,2002,Platform,0.08
3232,PS2,2002,Adventure,0.08
3233,PS2,2002,Shooter,0.08
3234,GBA,2002,Racing,0.12
3235,GC,2002,Sports,0.12
3236,GBA,2002,Action,0.11
3237,GBA,2002,Sports,0.11
3238,GC,2002,Sports,0.12
3239,XB,2002,Action,0.11
3240,XB,2002,Shooter,0.11
3241,GC,2002,Simulation,0.12
3242,GC,2002,Sports,0.12
3243,XB,2002,Fighting,0.11
3244,GBA,2002,Sports,0.11
3245,GBA,2002,Fighting,0.11
3246,PS2,2002,Sports,0.07
3247,GC,2002,Sports,0.11
3248,PS2,2002,Fighting,0.07
3249,GBA,2002,Sports,0.0
3250,GC,2002,Simulation,0.0
3251,PS,2002,Action,0.0
3252,XB,2002,Sports,0.11
3253,XB,2002,Sports,0.11
3254,PS2,2002,Adventure,0.07
3255,GBA,2002,Platform,0.1
3256,GC,2002,Shooter,0.11
3257,PS2,2002,Sports,0.07
3258,GC,2002,Role-Playing,0.11
3259,PS2,2002,Shooter,0.07
3260,PS2,2002,Adventure,0.07
3261,GBA,2002,Action,0.0
3262,PS2,2002,Racing,0.07
3263,XB,2002,Adventure,0.11
3264,GC,2002,Sports,0.11
3265,GBA,2002,Action,0.1
3266,GC,2002,Fighting,0.04
3267,GC,2002,Racing,0.11
3268,GC,2002,Racing,0.11
3269,GBA,2002,Role-Playing,0.03
3270,XB,2002,Fighting,0.09
3271,GBA,2002,Racing,0.1
3272,GBA,2002,Action,0.1
3273,PS2,2002,Sports,0.07
3274,XB,2002,Fighting,0.1
3275,GBA,2002,Platform,0.1
3276,XB,2002,Action,0.1
3277,GBA,2002,Sports,0.1
3278,XB,2002,Action,0.1
3279,GC,2002,Sports,0.1
3280,GC,2002,Platform,0.1
3281,PS2,2002,Role-Playing,0.06
3282,XB,2002,Misc,0.1
3283,PS2,2002,Racing,0.06
3284,XB,2002,Action,0.1
3285,PC,2002,Strategy,0.03
3286,XB,2002,Action,0.08
3287,GC,2002,Fighting,0.1
3288,GC,2002,Platform,0.1
3289,PS2,2002,Strategy,0.0
3290,GBA,2002,Sports,0.0
3291,GC,2002,Misc,0.1
3292,GBA,2002,Sports,0.09
3293,PS2,2002,Racing,0.06
3294,GC,2002,Fighting,0.1
3295,XB,2002,Racing,0.09
3296,XB,2002,Racing,0.09
3297,XB,2002,Fighting,0.09
3298,PS,2002,Sports,0.0
3299,GBA,2002,Action,0.09
3300,PS2,2002,Adventure,0.06
3301,GBA,2002,Sports,0.09
3302,PS2,2002,Platform,0.06
3303,XB,2002,Racing,0.09
3304,PS2,2002,Sports,0.06
3305,GC,2002,Sports,0.09
3306,GC,2002,Racing,0.09
3307,GC,2002,Fighting,0.09
3308,GC,2002,Sports,0.0
3309,PS2,2002,Fighting,0.0
3310,GBA,2002,Shooter,0.08
3311,XB,2002,Sports,0.09
3312,GC,2002,Shooter,0.09
3313,PS2,2002,Racing,0.05
3314,XB,2002,Racing,0.09
3315,XB,2002,Action,0.09
3316,GBA,2002,Role-Playing,0.08
3317,GBA,2002,Sports,0.08
3318,GBA,2002,Shooter,0.08
3319,GC,2002,Racing,0.09
3320,XB,2002,Sports,0.08
3321,XB,2002,Shooter,0.04
3322,XB,2002,Shooter,0.08
3323,GC,2002,Shooter,0.09
3324,PS,2002,Fighting,0.0
3325,GBA,2002,Action,0.08
3326,GC,2002,Sports,0.09
3327,GBA,2002,Platform,0.08
3328,GC,2002,Fighting,0.09
3329,GC,2002,Racing,0.09
3330,GBA,2002,Shooter,0.08
3331,PS2,2002,Strategy,0.05
3332,GBA,2002,Action,0.08
3333,PS2,2002,Shooter,0.05
3334,PS2,2002,Shooter,0.05
3335,PS2,2002,Sports,0.05
3336,XB,2002,Sports,0.08
3337,XB,2002,Fighting,0.08
3338,GC,2002,Action,0.08
3339,GC,2002,Misc,0.08
3340,XB,2002,Sports,0.08
3341,GC,2002,Shooter,0.08
3342,PS2,2002,Racing,0.05
3343,GBA,2002,Shooter,0.08
3344,PS2,2002,Sports,0.05
3345,PS2,2002,Simulation,0.05
3346,PS2,2002,Sports,0.02
3347,GBA,2002,Racing,0.07
3348,GC,2002,Action,0.08
3349,PS2,2002,Fighting,0.04
3350,PS2,2002,Shooter,0.05
3351,GC,2002,Action,0.08
3352,GC,2002,Sports,0.08
3353,XB,2002,Sports,0.08
3354,GBA,2002,Platform,0.07
3355,XB,2002,Puzzle,0.07
3356,PS2,2002,Sports,0.0
3357,XB,2002,Shooter,0.07
3358,GBA,2002,Fighting,0.05
3359,GBA,2002,Shooter,0.07
3360,XB,2002,Simulation,0.05
3361,XB,2002,Racing,0.07
3362,XB,2002,Action,0.07
3363,PS2,2002,Racing,0.05
3364,XB,2002,Misc,0.07
3365,GC,2002,Fighting,0.07
3366,XB,2002,Sports,0.07
3367,GBA,2002,Action,0.07
3368,XB,2002,Racing,0.07
3369,GC,2002,Racing,0.07
3370,GBA,2002,Platform,0.07
3371,GBA,2002,Sports,0.07
3372,GBA,2002,Puzzle,0.07
3373,XB,2002,Action,0.07
3374,PS2,2002,Action,0.04
3375,GC,2002,Racing,0.07
3376,GC,2002,Racing,0.07
3377,PS2,2002,Racing,0.04
3378,GBA,2002,Shooter,0.07
3379,PS2,2002,Sports,0.0
3380,GC,2002,Action,0.03
3381,XB,2002,Misc,0.07
3382,PS,2002,Sports,0.0
3383,XB,2002,Sports,0.07
3384,GC,2002,Sports,0.07
3385,XB,2002,Action,0.04
3386,PC,2002,Strategy,0.02
3387,GC,2002,Platform,0.07
3388,PS2,2002,Shooter,0.04
3389,PS2,2002,Misc,0.0
3390,XB,2002,Adventure,0.06
3391,GC,2002,Puzzle,0.06
3392,PS2,2002,Adventure,0.0
3393,PS2,2002,Sports,0.04
3394,PS2,2002,Racing,0.04
3395,GC,2002,Sports,0.06
3396,GC,2002,Sports,0.06
3397,GC,2002,Sports,0.06
3398,GC,2002,Misc,0.06
3399,N64,2002,Sports,0.06
3400,GBA,2002,Fighting,0.06
3401,XB,2002,Action,0.06
3402,GC,2002,Platform,0.06
3403,GC,2002,Role-Playing,0.06
3404,PS2,2002,Simulation,0.04
3405,GBA,2002,Sports,0.06
3406,GC,2002,Fighting,0.06
3407,PS2,2002,Shooter,0.04
3408,GC,2002,Sports,0.06
3409,GC,2002,Misc,0.0
3410,XB,2002,Platform,0.06
3411,GBA,2002,Racing,0.05
3412,PS2,2002,Strategy,0.04
3413,GBA,2002,Shooter,0.05
3414,GC,2002,Racing,0.06
3415,XB,2002,Action,0.06
3416,PS2,2002,Role-Playing,0.04
3417,GBA,2002,Platform,0.05
3418,GBA,2002,Puzzle,0.05
3419,PS2,2002,Action,0.04
3420,PS2,2002,Simulation,0.04
3421,XB,2002,Strategy,0.05
3422,XB,2002,Racing,0.05
3423,XB,2002,Racing,0.05
3424,XB,2002,Action,0.05
3425,GC,2002,Sports,0.05
3426,PS2,2002,Adventure,0.03
3427,GBA,2002,Sports,0.05
3428,XB,2002,Action,0.05
3429,XB,2002,Racing,0.05
3430,XB,2002,Platform,0.05
3431,PS2,2002,Action,0.03
3432,PS,2002,Adventure,0.0
3433,PS2,2002,Fighting,0.03
3434,PS2,2002,Role-Playing,0.0
3435,GC,2002,Action,0.05
3436,GC,2002,Sports,0.05
3437,PS2,2002,Sports,0.0
3438,GBA,2002,Fighting,0.05
3439,PS2,2002,Sports,0.03
3440,GBA,2002,Action,0.05
3441,GBA,2002,Simulation,0.05
3442,XB,2002,Adventure,0.05
3443,GC,2002,Sports,0.05
3444,XB,2002,Sports,0.05
3445,GBA,2002,Puzzle,0.0
3446,GC,2002,Racing,0.05
3447,GBA,2002,Misc,0.05
3448,XB,2002,Sports,0.05
3449,PS2,2002,Action,0.03
3450,PS,2002,Simulation,0.03
3451,GBA,2002,Puzzle,0.04
3452,PS2,2002,Action,0.03
3453,GBA,2002,Sports,0.04
3454,GC,2002,Sports,0.05
3455,GC,2002,Puzzle,0.05
3456,GBA,2002,Fighting,0.04
3457,PS,2002,Sports,0.03
3458,GBA,2002,Adventure,0.04
3459,GC,2002,Sports,0.05
3460,XB,2002,Adventure,0.04
3461,XB,2002,Action,0.04
3462,PS2,2002,Sports,0.0
3463,GC,2002,Sports,0.04
3464,GC,2002,Racing,0.04
3465,XB,2002,Platform,0.04
3466,GBA,2002,Racing,0.04
3467,PS2,2002,Sports,0.03
3468,GBA,2002,Action,0.04
3469,PS2,2002,Racing,0.03
3470,XB,2002,Shooter,0.04
3471,GBA,2002,Strategy,0.04
3472,GBA,2002,Role-Playing,0.04
3473,PS2,2002,Puzzle,0.03
3474,PS2,2002,Role-Playing,0.03
3475,XB,2002,Sports,0.04
3476,GC,2002,Action,0.04
3477,GBA,2002,Sports,0.04
3478,GBA,2002,Role-Playing,0.04
3479,PS,2002,Fighting,0.0
3480,XB,2002,Platform,0.04
3481,PS2,2002,Puzzle,0.0
3482,XB,2002,Platform,0.04
3483,GC,2002,Sports,0.01
3484,GC,2002,Platform,0.04
3485,XB,2002,Racing,0.04
3486,PS2,2002,Racing,0.03
3487,PS2,2002,Adventure,0.03
3488,PS2,2002,Racing,0.03
3489,GC,2002,Misc,0.04
3490,XB,2002,Simulation,0.03
3491,GC,2002,Fighting,0.0
3492,GC,2002,Sports,0.04
3493,GC,2002,Sports,0.04
3494,GBA,2002,Puzzle,0.04
3495,GC,2002,Sports,0.04
3496,GBA,2002,Misc,0.03
3497,GBA,2002,Puzzle,0.03
3498,GBA,2002,Shooter,0.03
3499,PS2,2002,Role-Playing,0.0
3500,GC,2002,Sports,0.04
3501,GBA,2002,Fighting,0.03
3502,GBA,2002,Racing,0.03
3503,XB,2002,Fighting,0.04
3504,XB,2002,Role-Playing,0.0
3505,XB,2002,Action,0.03
3506,PC,2002,Action,0.0
3507,GC,2002,Racing,0.04
3508,GC,2002,Racing,0.04
3509,XB,2002,Sports,0.03
3510,PS2,2002,Sports,0.0
3511,GC,2002,Platform,0.03
3512,GBA,2002,Shooter,0.03
3513,PS2,2002,Fighting,0.0
3514,GBA,2002,Shooter,0.03
3515,GBA,2002,Misc,0.03
3516,GBA,2002,Action,0.03
3517,PS2,2002,Sports,0.0
3518,XB,2002,Sports,0.03
3519,PC,2002,Simulation,0.01
3520,GC,2002,Sports,0.03
3521,GC,2002,Platform,0.03
3522,PS2,2002,Racing,0.02
3523,GBA,2002,Sports,0.03
3524,GBA,2002,Sports,0.03
3525,GBA,2002,Role-Playing,0.0
3526,XB,2002,Racing,0.03
3527,PS2,2002,Sports,0.0
3528,GBA,2002,Action,0.03
3529,GBA,2002,Shooter,0.03
3530,GC,2002,Sports,0.03
3531,PS2,2002,Sports,0.0
3532,GBA,2002,Shooter,0.03
3533,GBA,2002,Action,0.03
3534,XB,2002,Racing,0.03
3535,GBA,2002,Shooter,0.03
3536,XB,2002,Sports,0.03
3537,GBA,2002,Action,0.0
3538,GBA,2002,Shooter,0.02
3539,PS2,2002,Sports,0.02
3540,PS2,2002,Misc,0.0
3541,GBA,2002,Platform,0.02
3542,PS2,2002,Adventure,0.02
3543,GBA,2002,Action,0.02
3544,GBA,2002,Platform,0.02
3545,GC,2002,Sports,0.03
3546,PC,2002,Role-Playing,0.0
3547,GC,2002,Racing,0.02
3548,GC,2002,Platform,0.02
3549,PS2,2002,Puzzle,0.02
3550,GBA,2002,Platform,0.02
3551,PS2,2002,Strategy,0.01
3552,PC,2002,Action,0.0
3553,XB,2002,Role-Playing,0.02
3554,GBA,2002,Action,0.02
3555,XB,2002,Racing,0.02
3556,GBA,2002,Fighting,0.0
3557,GC,2002,Action,0.02
3558,XB,2002,Sports,0.02
3559,GBA,2002,Sports,0.02
3560,GBA,2002,Sports,0.02
3561,PS2,2002,Racing,0.0
3562,PC,2002,Shooter,0.01
3563,PS2,2002,Adventure,0.0
3564,GC,2002,Puzzle,0.02
3565,GC,2002,Racing,0.02
3566,XB,2002,Sports,0.02
3567,GBA,2002,Racing,0.02
3568,GBA,2002,Shooter,0.02
3569,PS,2002,Platform,0.01
3570,XB,2002,Racing,0.02
3571,GBA,2002,Role-Playing,0.02
3572,GBA,2002,Platform,0.02
3573,GBA,2002,Role-Playing,0.02
3574,GBA,2002,Role-Playing,0.0
3575,XB,2002,Sports,0.02
3576,PS,2002,Role-Playing,0.0
3577,PS2,2002,Sports,0.0
3578,GC,2002,Sports,0.02
3579,PS2,2002,Sports,0.01
3580,PC,2002,Strategy,0.0
3581,PS2,2002,Adventure,0.0
3582,PS2,2002,Racing,0.01
3583,GC,2002,Platform,0.02
3584,PS2,2002,Racing,0.01
3585,PS2,2002,Action,0.0
3586,GBA,2002,Sports,0.01
3587,GBA,2002,Racing,0.01
3588,PS,2002,Adventure,0.01
3589,GC,2002,Sports,0.02
3590,GBA,2002,Strategy,0.01
3591,XB,2002,Sports,0.01
3592,GBA,2002,Action,0.01
3593,XB,2002,Sports,0.01
3594,PS2,2002,Adventure,0.0
3595,GBA,2002,Action,0.01
3596,PC,2002,Simulation,0.01
3597,GC,2002,Sports,0.01
3598,GBA,2002,Misc,0.01
3599,GBA,2002,Sports,0.01
3600,GC,2002,Sports,0.01
3601,PS2,2002,Racing,0.0
3602,PS2,2002,Adventure,0.0
3603,PS,2002,Action,0.0
3604,GBA,2002,Sports,0.01
3605,GBA,2002,Sports,0.01
3606,GC,2002,Racing,0.01
3607,XB,2002,Racing,0.01
3608,PC,2002,Strategy,0.01
3609,PS2,2002,Misc,0.01
3610,PC,2002,Shooter,0.0
3611,PC,2002,Strategy,0.0
3612,PS2,2002,Misc,0.0
3613,XB,2002,Puzzle,0.01
3614,GBA,2002,Racing,0.01
3615,PC,2002,Action,0.0
3616,GBA,2002,Simulation,0.01
3617,XB,2002,Sports,0.01
3618,PC,2002,Action,0.0
3619,GBA,2002,Fighting,0.01
3620,GBA,2002,Adventure,0.01
3621,GBA,2002,Racing,0.01
3622,GBA,2002,Racing,0.01
3623,XB,2002,Racing,0.0
3624,PC,2002,Shooter,0.0
3625,PC,2002,Role-Playing,0.0
3626,XB,2002,Puzzle,0.01
3627,GC,2002,Adventure,0.01
3628,XB,2002,Sports,0.01
3629,GC,2002,Puzzle,0.01
3630,GBA,2002,Role-Playing,0.01
3631,GBA,2002,Fighting,0.01
3632,GBA,2002,Platform,0.01
3633,PS2,2003,Racing,3.27
3634,GC,2003,Racing,4.12
3635,PS2,2003,Role-Playing,1.92
3636,GBA,2003,Platform,2.93
3637,PS2,2003,Shooter,1.98
3638,PS2,2003,Racing,1.73
3639,PS2,2003,Misc,0.88
3640,PS2,2003,Sports,2.29
3641,PS2,2003,Action,1.5
3642,PS2,2003,Action,1.89
3643,PS2,2003,Action,1.78
3644,PS2,2003,Platform,1.04
3645,PS2,2003,Shooter,2.22
3646,PS2,2003,Sports,0.08
3647,GBA,2003,Action,1.59
3648,PS2,2003,Fighting,1.32
3649,PS2,2003,Platform,1.68
3650,PS2,2003,Platform,1.44
3651,PS2,2003,Simulation,1.41
3652,PS2,2003,Action,1.15
3653,GC,2003,Role-Playing,1.21
3654,XB,2003,Action,1.84
3655,PS2,2003,Simulation,1.07
3656,PS2,2003,Fighting,1.63
3657,PS2,2003,Action,0.88
3658,XB,2003,Role-Playing,1.68
3659,GBA,2003,Role-Playing,1.48
3660,GBA,2003,Role-Playing,0.82
3661,PS2,2003,Action,0.63
3662,PS2,2003,Action,1.26
3663,GC,2003,Misc,0.97
3664,PS2,2003,Fighting,1.06
3665,GBA,2003,Platform,1.2
3666,PS2,2003,Sports,1.57
3667,PS2,2003,Action,0.71
3668,PS2,2003,Racing,0.74
3669,PS2,2003,Sports,1.69
3670,PS2,2003,Fighting,0.95
3671,PC,2003,Simulation,1.03
3672,PS2,2003,Simulation,1.05
3673,PS2,2003,Racing,1.25
3674,PS2,2003,Action,0.85
3675,PS2,2003,Role-Playing,0.8
3676,XB,2003,Racing,1.09
3677,PC,2003,Simulation,1.67
3678,PS2,2003,Sports,0.93
3679,XB,2003,Racing,0.97
3680,PS2,2003,Sports,1.35
3681,PS2,2003,Platform,1.08
3682,PS2,2003,Sports,1.18
3683,GC,2003,Racing,1.01
3684,GC,2003,Platform,1.05
3685,GBA,2003,Misc,0.68
3686,XB,2003,Shooter,0.91
3687,PC,2003,Strategy,0.58
3688,GC,2003,Sports,1.09
3689,GC,2003,Fighting,0.99
3690,GC,2003,Role-Playing,0.72
3691,GBA,2003,Platform,1.04
3692,PS2,2003,Misc,0.72
3693,PS2,2003,Action,0.54
3694,PS2,2003,Racing,0.0
3695,XB,2003,Action,0.96
3696,GBA,2003,Platform,0.63
3697,XB,2003,Racing,0.7
3698,PS2,2003,Shooter,0.65
3699,GBA,2003,Simulation,0.93
3700,GBA,2003,Role-Playing,0.31
3701,GBA,2003,Platform,0.93
3702,PS2,2003,Action,0.63
3703,XB,2003,Sports,0.85
3704,GC,2003,Platform,0.87
3705,PC,2003,Sports,0.0
3706,PS2,2003,Action,0.61
3707,PS,2003,Misc,0.69
3708,GBA,2003,Platform,0.88
3709,GBA,2003,Puzzle,0.4
3710,GC,2003,Racing,0.69
3711,XB,2003,Action,0.72
3712,GBA,2003,Racing,0.86
3713,PS2,2003,Sports,0.57
3714,XB,2003,Shooter,0.76
3715,GC,2003,Misc,0.5
3716,PS2,2003,Platform,0.56
3717,PS2,2003,Action,0.44
3718,XB,2003,Action,0.71
3719,XB,2003,Shooter,0.85
3720,GC,2003,Role-Playing,0.54
3721,GBA,2003,Role-Playing,0.78
3722,XB,2003,Sports,1.02
3723,PS2,2003,Racing,0.53
3724,GBA,2003,Fighting,0.77
3725,PS2,2003,Action,0.52
3726,PS2,2003,Sports,0.51
3727,GC,2003,Fighting,0.44
3728,PS2,2003,Sports,0.5
3729,PC,2003,Sports,0.0
3730,PS2,2003,Racing,0.49
3731,XB,2003,Fighting,0.78
3732,GC,2003,Racing,0.77
3733,GBA,2003,Strategy,0.49
3734,PS2,2003,Sports,0.47
3735,GC,2003,Platform,0.74
3736,GBA,2003,Misc,0.68
3737,PS2,2003,Racing,0.01
3738,PS2,2003,Action,0.46
3739,XB,2003,Action,0.57
3740,PS2,2003,Sports,0.46
3741,GBA,2003,Action,0.67
3742,PS2,2003,Action,0.45
3743,PS2,2003,Racing,0.45
3744,PS2,2003,Racing,0.35
3745,XB,2003,Platform,0.41
3746,PS2,2003,Sports,0.44
3747,GC,2003,Action,0.69
3748,XB,2003,Simulation,0.65
3749,XB,2003,Shooter,0.61
3750,PS2,2003,Action,0.17
3751,PS2,2003,Racing,0.41
3752,XB,2003,Shooter,0.62
3753,GC,2003,Simulation,0.62
3754,GC,2003,Role-Playing,0.61
3755,XB,2003,Sports,0.24
3756,PS2,2003,Shooter,0.38
3757,PS2,2003,Sports,0.37
3758,PS2,2003,Fighting,0.37
3759,GBA,2003,Role-Playing,0.31
